|name_job|type_busy|qualification|location|federalDistrictCode|skills|salary_min|salary_max|salary_stat_mean
660|data analyst|full-time|senior|м о с к в а|1.0|PostgreSQL,Datalens,Metabase,Artplay,Airflow,EdTech,SQL,Clickhouse,Debezium|200000.0|230000.0|104400
661|data engineer|remote|senior|м о с к в а|1.0|ETL,ru https,Inmon,DWH,dbt,Kimball,web,API,Lion Recruitment,CI,me,Code review,Prefect,RabbitMQ,DevOps,Greenplum,SQL,Python,Linux,CD,MS SQL,DataOps,Nifi,Airflow,DWH architect,Data vault,Clickhouse,Kafka,Postgres,DE|350000.0|350000.0|104400
662|системный аналитик|full-time|Not_qualification|n o t l o c a t i o n|Not_cod|IT,Gross,API|350000.0|350000.0|108900
663|dwh|full-time|middle|м о с к в а|1.0|net,ETL,Tableau,Power BI,SQL,DWH,BI,QlikView|200000.0|300000.0|104400
664|аналитик bi|remote|middle|n o t l o c a t i o n|Not_cod|SuperSet,DataLens,Tableau,WMT Group,Power BI,IT,SQL,Python,HR,BI,Bi|270000.0|310000.0|108900
665|flutter разработчик|part-time|senior|n o t l o c a t i o n|Not_cod|MVVM,MVI,DevFest,Monthly Stand,Happy Friday,Performance review,Flutter,Work,IT,SOLID,MVP,Dart,Git,GitHub,Flutter SDK,Smart|100000.0|300000.0|108900
666|data engineer|remote|junior|n o t l o c a t i o n|Not_cod|gross,Superset,ETL,io,DBT,Tableau,Independent Conractor,Docker,Improvado,PostgreSQL,Google Data Studio,Amazon Web Services,Power BI,Python,SQL,sql,ELT,Redis,JOIN|150000.0|250000.0|108900
667|продуктовый аналитик уровня middle|remote|middle|n o t l o c a t i o n|Not_cod|net,CPM,CTR,Airflow,Redash,MySQL,Python,Viewability,GitLab,ClickHouse,CPC|270000.0|300000.0|108900
668|аналитик dwh|full-time|senior|n o t l o c a t i o n|Not_cod|IT,Top Selection,DWH,SQL|300000.0|320000.0|108900
669|data engineer|remote|senior|м о с к в а|1.0|QD,ETL,Spark,Robusta,PXF,core,AOP,AirFlow,hhtmFrom,Arenadata,ADB,vacancy,DataVault,me,PostgreSQL,Heap,Greenplum,QE,ru,SQL,https,hh,IT,DBA|250000.0|250000.0|104400
670|digital marketing analyst|remote|senior|n o t l o c a t i o n|Not_cod|Digital Marketing Analyst,Google Analyti,Google Analytics,WEB,Tableau,Power BI,SCRUM,LMS,GTM,SQL,Python,Meta Ads,IT,HR,Looker|200000.0|200000.0|108900
671|продуктовый аналитик|full-time|senior|n o t l o c a t i o n|Not_cod|SQL,IT,Product Analyst,Grafana|180000.0|180000.0|108900
672|data engineer|part-time|senior|n o t l o c a t i o n|Not_cod|OLAP,OLTP,SQL,MongoDB,MySQL,me,Clickhouse,noSQL,https|100000.0|200000.0|108900
674|разработчик с|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|http,web|180000.0|180000.0|111100
676|маркетолог|full-time|Not_qualification|п р и м о р с к и й к р а й|7.0|BTL|60000.0|60000.0|109000
678|аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|IT,Access|100000.0|100000.0|105200
681|аналитик|full-time|Not_qualification|с т а в р о п о л ь с к и й к р а й|8.0|Word,Excel|25000.0|28000.0|106000
683|web разработчик bitrix|remote|Not_qualification|х а н т ы м а н с и й с к и й а в т о н о м н ы й о к р у г ю г р а|5.0|CMS,git,REST,SOAP,1C,Bootstrap,Bitrix Framework|175000.0|175000.0|108400
688|консультант с|full-time|Not_qualification|р е с п у б л и к а м а р и й э л|4.0|ERP 2,ERP|100000.0|100000.0|112300
691|инженер отдела мониторинга и аналитики по северные электрические сети|full-time|Not_qualification|м у р м а н с к а я о б л а с т ь|2.0|NE|73000.0|73000.0|106000
694|ведущий специалист отдела аналитики транспортной работы|full-time|Not_qualification|м о с к в а|1.0|Ms Office,Word,Exel,Power Point|50000.0|55000.0|104400
696|системный аналитик|full-time|Not_qualification|х а н т ы м а н с и й с к и й а в т о н о м н ы й о к р у г ю г р а|5.0|Servicedesk|100000.0|100000.0|108400
698|аналитик мфц|full-time|Not_qualification|н и ж е г о р о д с к а я о б л а с т ь|4.0|Mozilla Thunderbird,Microsoft Office,Outlook,Word,Excel,Power Point|35000.0|35000.0|111000
699|разработчик с|full-time|Not_qualification|к у р г а н с к а я о б л а с т ь|5.0|http,web|130000.0|130000.0|115900
700|разработчик с|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|http,web|180000.0|180000.0|105200
701|разработчик с|full-time|Not_qualification|т ю м е н с к а я о б л а с т ь|5.0|http,web|180000.0|180000.0|108900
703|разработчик с|full-time|Not_qualification|ч е л я б и н с к а я о б л а с т ь|5.0|http,web|180000.0|180000.0|110400
708|специалист  категории|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|RG,Soft|40000.0|40000.0|111100
712|product analyst|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|RFM,CPM,Power BI,Qlik Sense,Tableau,LTV,CPA,ABC,ROI|70000.0|70000.0|105200
722|аналитик баз данных|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|Excel|54000.0|54000.0|111100
730|старший системный администратор баз данных|full-time|Not_qualification|м о с к в а|1.0|MS SQL,PostgreSQL|43000.0|47000.0|104400
733|интернет маркетолог|full-time|Not_qualification|п е р м с к и й к р а й|4.0|SMM,smm|43750.0|65625.0|110800
735|аналитик|full-time|Not_qualification|р е с п у б л и к а к р ы м|3.0|CRM|20000.0|20000.0|105500
736|data scientist|full-time|middle|с а н к т п е т е р б у р г|2.0|Plotly,FastAPI,Scikit,Numpy,Pandas,Python,Grafana,Learn,ELK,Catboost|100000.0|100000.0|105200
743|аналитик рынка жилой и коммерческой недвижимости|full-time|Not_qualification|м о с к в а|1.0|Visio,Microsoft Office,Word,Excel,QGis,PowerPoint|43000.0|47000.0|104400
747|бизнес аналитик|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|IT,commerce|40000.0|45000.0|111100
752|специалист по бюджетированию|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|Microsoft Office,Word,Excel|84000.0|84000.0|105200
753|начинающий экономист аналитик|full-time|Not_qualification|м о с к в а|1.0|Microsoft Office,Word,PowerPoint,Excel|43000.0|47000.0|104400
754|аналитик|full-time|Not_qualification|т у л ь с к а я о б л а с т ь|1.0|managers,as,is,Jira,to be,Redmind,task|40000.0|40000.0|111700
755|аналитик бизнес процессов|full-time|Not_qualification|м о с к в а|1.0|to be,as is|43000.0|47000.0|104400
757|бизнес аналитик с|full-time|Not_qualification|м о с к в а|1.0|Agile,Redmine,Scrum,Jira|43000.0|47000.0|104400
758|data scientist|full-time|Not_qualification|м о с к в а|1.0|PostGIS,PostgreSQL|43000.0|47000.0|104400
768|специалист power bi|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|ETL,SQL,CTE,DAX query language,MS Power BI,Power Query,Power Pivot|50000.0|50000.0|105200
772|аналитик|full-time|Not_qualification|я р о с л а в с к а я о б л а с т ь|1.0|MS Visio,Outlook,Word,Excel,Pover Point|51067.0|51067.0|111500
774|аналитик|full-time|Not_qualification|н о в о с и б и р с к а я о б л а с т ь|6.0|Tableau,BI,MS Office,Excel|80000.0|80000.0|113800
778|старший кредитный аналитик|full-time|Not_qualification|р е с п у б л и к а к о м и|2.0|Word,MS Office,Excel|64600.0|64600.0|106600
784|аналитик|full-time|Not_qualification|р о с т о в с к а я о б л а с т ь|3.0|LFL|35000.0|35000.0|109500
785|администратор баз данных oracle postgresql|full-time|Not_qualification|м о с к в а|1.0|oracle,postgresql|100000.0|100000.0|104400
788|системный аналитик|full-time|Not_qualification|у д м у р т с к а я р е с п у б л и к а|4.0|MS Office,MySQL,MS Excel|30000.0|30000.0|110300
789|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|UML|180000.0|180000.0|104400
793|разработчик с|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|http,web|180000.0|180000.0|111100
795|администратор баз данных|full-time|Not_qualification|н и ж е г о р о д с к а я о б л а с т ь|4.0|1с|50000.0|50000.0|111000
797|бизнес аналитик департамента развития цифровых продуктов и сервисов|full-time|Not_qualification|м о с к в а|1.0|Teams,Jira,PT,PlanFix,Trello,MS Azure,YouTrack,Project|50000.0|50000.0|104400
802|системный аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|IDEF,BPMN,UML|120000.0|160000.0|105200
808|инженер аналитик по автоматизации инженерных решений|full-time|Not_qualification|м о с к в а|1.0|Rhino,Dynamo,Grasshopper,API,Python,Karamba3D,VBA|50000.0|50000.0|104400
814|системный аналитик|full-time|Not_qualification|т ю м е н с к а я о б л а с т ь|5.0|Web,HTTP|180000.0|180000.0|108900
815|маркетолог менеджер по маркетингу|full-time|Not_qualification|м о с к о в с к а я о б л а с т ь|1.0|Monro|100000.0|100000.0|109300
817|аналитик специалист сопровождения проектов и обучения|full-time|Not_qualification|с а м а р с к а я о б л а с т ь|4.0|1C,ERP|121200.0|121200.0|111700
822|аналитик|full-time|Not_qualification|в о р о н е ж с к а я о б л а с т ь|1.0|excel|55000.0|55000.0|109300
826|системный аналитик|full-time|Not_qualification|к у р г а н с к а я о б л а с т ь|5.0|Web,HTTP|180000.0|180000.0|115900
829|dba postgresql|full-time|Not_qualification|н о в о с и б и р с к а я о б л а с т ь|6.0|Tomcat,WebSpere,SQL,PostgreSQL,JBoss,Weblogic,UNIX|70000.0|70000.0|113800
848|инженер аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|RHEL,Debian,OSI,Linux,Astra,IP|92000.0|95000.0|105200
851|телемаркетолог|full-time|Not_qualification|п е р м с к и й к р а й|4.0|1с|30000.0|30000.0|110800
853|инженер тестировщик в команду machine learning|full-time|Not_qualification|н о в о с и б и р с к а я о б л а с т ь|6.0|Python|40000.0|40000.0|113800
854|аналитик отдела мультимедийных систем и видеоконференцсвязи|full-time|Not_qualification|т а м б о в с к а я о б л а с т ь|1.0|Ms Visio,HTMT,CMS,BPML,IDEFx,XML,Rational Rose,CSV,UML,DFD,BPWin|22000.0|22000.0|109500
855|маркетолог|full-time|Not_qualification|к а м ч а т с к и й к р а й|7.0|PR|80000.0|80000.0|107500
857|ведущий аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|MS Office,MS Power Point,MS Excel|46200.0|46200.0|105200
859|системный аналитик|full-time|Not_qualification|ч е л я б и н с к а я о б л а с т ь|5.0|SQL|100000.0|100000.0|110400
869|системный аналитик|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|MS SQL,My SQL,Oracle|90000.0|120000.0|111100
877|эксперт аналитик|full-time|Not_qualification|м о с к в а|1.0|REST,SOAP,UML,BPMN,web|60775.0|60775.0|104400
882|системный аналитик|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|BPMn,SyteLine,ERP|32000.0|50000.0|111100
888|администратор баз данных|remote|Not_qualification|с а н к т п е т е р б у р г|2.0|PostgreSQL|200000.0|400000.0|105200
889|администратор баз данных|full-time|Not_qualification|к и р о в с к а я о б л а с т ь|4.0|Microsoft Office|23000.0|23000.0|111100
890|аналитик|full-time|Not_qualification|м о с к в а|1.0|SQL,WEB|60000.0|60000.0|104400
892|разработчик с|part-time|Not_qualification|п е р м с к и й к р а й|4.0|ERP,CRM|130000.0|130000.0|110800
893|аналитик|full-time|Not_qualification|м о с к в а|1.0|excel,powerpoint|130000.0|130000.0|104400
895|devops инженер|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|NAT,IMAP,Nginx,VPN,PostgreSQL,Docker,kubernetes,POP3,Gitlab,Haproxy,CD,CI,DNS,DHCP,Git|92000.0|92000.0|105200
898|аналитик|full-time|Not_qualification|м о с к о в с к а я о б л а с т ь|1.0|Python,Power Pivot|50000.0|50000.0|109300
902|аналитик|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|BPMn,SyteLine,ERP|26000.0|36000.0|111100
903|бизнес аналитик с|full-time|Not_qualification|м о с к в а|1.0|BPMN 2,IDEF0|50000.0|100000.0|104400
904|главный аналитик|full-time|Not_qualification|о м с к а я о б л а с т ь|6.0|Word,Excel,MS Office,powerPoint|32500.0|40000.0|112200
905|финансовый аналитик|full-time|Not_qualification|м о с к в а|1.0|FMCG|52800.0|52800.0|104400
910|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|oracle|50000.0|50000.0|104400
919|аналитик данных|full-time|Not_qualification|н о в о с и б и р с к а я о б л а с т ь|6.0|Power BI,pandas,rsquo,join,SQL,select,Python,numpy,Splunk,Oracle BI,BI,SQL Alchemy|100000.0|100000.0|113800
921|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|splunk,XML,postman,curl,swagger,figma,JSON,kibana,REST,BPMN,jira,plantUML,SOAP,UML,UX,io,UI,confluence,API,draw,visio|50000.0|50000.0|104400
922|менеджер по бюджетной аналитике массового рынка|full-time|Not_qualification|м о с к в а|1.0|KPIs|50000.0|50000.0|104400
924|помощник маркетолога|full-time|Not_qualification|р о с т о в с к а я о б л а с т ь|3.0|excel|50000.0|50000.0|109500
927|специалист по организационному развитию|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|Business Studio,Visio,BPMN 2,BPwin,Cross Functional Flow Chart,IDEF0|50000.0|50000.0|111100
932|специалист по финансовой аналитике|full-time|Not_qualification|м о с к в а|1.0|SAP,Hyperion|50000.0|50000.0|104400
933|маркетолог аналитик|full-time|Not_qualification|р о с т о в с к а я о б л а с т ь|3.0|excel|50000.0|50000.0|109500
936|веб разработчик с битрикс|full-time|Not_qualification|м о с к в а|1.0|CSS,HTML,PHP,JavaScript|120000.0|140000.0|104400
946|консультант с|full-time|Not_qualification|а с т р а х а н с к а я о б л а с т ь|3.0|ERP|19300.0|19300.0|106600
949|бизнес аналитик|full-time|Not_qualification|м о с к в а|1.0|SQL,UML,Design First,BPMN,Open API|80000.0|80000.0|104400
950|менеджер по интернет рекламе|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|Forbes,Vademecum|100000.0|100000.0|105200
951|старший ревизор аналитик|full-time|junior|с а р а т о в с к а я о б л а с т ь|4.0|Internet,Libre Office Writer,Libre Office Calc,Word,Libre Office Impress,mail,Excel,Libre Office Math,Libre Office Base,Libre Office Draw,Windows|20000.0|20000.0|110600
952|аналитик сметчик|full-time|junior|с а р а т о в с к а я о б л а с т ь|4.0|Internet,Libre Office Writer,Libre Office Calc,Libre Office Impress,Libre Office Math,Libre Office Base,Libre Office Draw|20000.0|20000.0|110600
956|аналитик|full-time|Not_qualification|п е р м с к и й к р а й|4.0|MS Office,Word,PowerPoint,Excel|70000.0|70000.0|110800
959|системный аналитик|full-time|Not_qualification|р е с п у б л и к а т а т а р с т а н т а т а р с т а н|4.0|UI,Flowchart,UML,UX,BPMN|70000.0|140000.0|112800
972|старший аналитик|full-time|Not_qualification|м о с к в а|1.0|SQL,BI|185000.0|185000.0|104400
976|экономист аналитик|full-time|Not_qualification|т ю м е н с к а я о б л а с т ь|5.0|Microsoft Office,Word,PowerPoint,Excel|45000.0|50000.0|108900
986|системный аналитик|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|Web,HTTP|180000.0|180000.0|111100
988|системный аналитик|full-time|Not_qualification|м о с к о в с к а я о б л а с т ь|1.0|Agile,XML Schema,JSON,Waterfall|65000.0|65000.0|109300
990|бизнес аналитик с|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|1с|180000.0|180000.0|105200
996|системный аналитик|full-time|Not_qualification|ч е л я б и н с к а я о б л а с т ь|5.0|Web,HTTP|180000.0|180000.0|110400
997|аналитик|full-time|Not_qualification|м о с к в а|1.0|LSTM,gradient tree boosting,ETS,tensorflow,random forest,SARIMAX,VAR,pytorch|30000.0|50000.0|104400
1000|bim координатор овик вк|full-time|Not_qualification|м о с к в а|1.0|Revit|70000.0|70000.0|104400
1003|аналитик|full-time|Not_qualification|р я з а н с к а я о б л а с т ь|1.0|excel,powerpoint|65000.0|65000.0|110100
1006|экономист аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|excel,1с|80500.0|80500.0|105200
1023|маркетолог|full-time|Not_qualification|р е с п у б л и к а т а т а р с т а н т а т а р с т а н|4.0|MS Office,Word,MS Outlook,Excel|80000.0|130000.0|112800
1025|администратор баз данных|part-time|Not_qualification|к е м е р о в с к а я о б л а с т ь к у з б а с с|6.0|Windows 7,Windows 10,Windows Server 2003|35000.0|35000.0|110400
1028|маркетолог|full-time|Not_qualification|п р и м о р с к и й к р а й|7.0|BTL|60000.0|60000.0|109000
1031|аналитик медицинской информационной системы|full-time|Not_qualification|м о с к в а|1.0|PACS|99000.0|110000.0|104400
1032|аналитик данных|full-time|Not_qualification|м о с к в а|1.0|SQL,BI|139000.0|160000.0|104400
1033|ведущий маркетолог|full-time|Not_qualification|к р а с н о я р с к и й к р а й|6.0|photoshop,adobeillustrator|54000.0|54000.0|106700
1039|экономист аналитик|full-time|Not_qualification|к о с т р о м с к а я о б л а с т ь|1.0|MS Excel|60000.0|60000.0|108000
1047|администратор баз данных|full-time|Not_qualification|у д м у р т с к а я р е с п у б л и к а|4.0|VMware,Microsoft|45000.0|80000.0|110300
1052|маркетолог|full-time|Not_qualification|м о с к в а|1.0|SEO|150000.0|150000.0|104400
1055|аналитик кредитных рисков|full-time|Not_qualification|л е н и н г р а д с к а я о б л а с т ь|2.0|ERP,Excel|45000.0|45000.0|107200
1056|менеджер отдела контроля качества данных hr аналитик|full-time|Not_qualification|к р а с н о я р с к и й к р а й|6.0|SAP,Visio,Outlook,Word,MS Office,Excel,Power Point|140000.0|140000.0|106700
1059|администратор баз данных|full-time|Not_qualification|в л а д и м и р с к а я о б л а с т ь|1.0|WMS,1C WMS|65000.0|65000.0|109900
1060|бизнес аналитик|full-time|Not_qualification|м о с к в а|1.0|Excel|80000.0|90000.0|104400
1062|системный аналитик базы данных|full-time|Not_qualification|р о с т о в с к а я о б л а с т ь|3.0|PineScript,Python,ETF,SQL|60000.0|60000.0|109500
1066|маркетолог|full-time|Not_qualification|р е с п у б л и к а б а ш к о р т о с т а н|4.0|CMS|23000.0|23000.0|110500
1070|бизнес аналитик|full-time|Not_qualification|м о с к в а|1.0|BPMN,blueprint|150000.0|150000.0|104400
1075|аналитик по транспортным расходам|full-time|junior|с а р а т о в с к а я о б л а с т ь|4.0|Internet,Libre Office Writer,Libre Office Calc,Word,Libre Office Impress,mail,Excel,Libre Office Math,Libre Office Base,Libre Office Draw,Windows|20000.0|20000.0|110600
1076|аналитик департамента по работе с ключевыми клиентами|full-time|Not_qualification|м о с к в а|1.0|Google Sheets,BigQuery,Google,SQL,PostgreSQL,MS Excel,Power Query,Power Pivot|60000.0|60000.0|104400
1081|ведущий бизнес аналитик|full-time|Not_qualification|л е н и н г р а д с к а я о б л а с т ь|2.0|IDEF,RUP,PRINCE2,SQL,AIM,Waterfall,MySQL,BABOK,PMBOK,SCRUM,UML,Agile|60000.0|60000.0|107200
1086|аналитик центра исследований и разработки|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|PAGE,SDS|80000.0|80000.0|105200
1093|консультант аналитик с|full-time|Not_qualification|к р а с н о я р с к и й к р а й|6.0|ERP|86208.0|86208.0|106700
1096|аналитик в отдел фармакоэпидемиологии|full-time|Not_qualification|в л а д и м и р с к а я о б л а с т ь|1.0|II|35000.0|35000.0|109900
1097|бизнес аналитик crm|full-time|Not_qualification|м о с к в а|1.0|BPMN|100000.0|120000.0|104400
1103|аналитик планово бюджетного отдела|full-time|Not_qualification|р е с п у б л и к а х а к а с и я|6.0|SAP R,Excel|30787.0|30787.0|108000
1110|аналитик по прогнозированию спроса|full-time|Not_qualification|м о с к в а|1.0|excel,powerpoint|108000.0|108000.0|104400
1111|инвестиционный аналитик|full-time|Not_qualification|м у р м а н с к а я о б л а с т ь|2.0|MS PowerPoint,MS Excel|47000.0|47000.0|106000
1113|маркетолог|full-time|Not_qualification|т о м с к а я о б л а с т ь|6.0|pr|45000.0|45000.0|110600
1120|старший бизнес аналитик направления электронной коммерции|full-time|Not_qualification|м о с к в а|1.0|sql|128000.0|128000.0|104400
1121|ведущий бизнес аналитик с|full-time|Not_qualification|п е р м с к и й к р а й|4.0|IDEF,BPMN,eEPC|50000.0|50000.0|110800
1124|администратор баз данных геологический отдел|full-time|Not_qualification|р е с п у б л и к а б у р я т и я|7.0|Microsoft Office,Word,Excel,Geobank,Micromine,AutoCAD|100000.0|100000.0|108300
1126|разработчик с|full-time|Not_qualification|п е р м с к и й к р а й|4.0|1с|60000.0|60000.0|110800
1129|аналитик по планированию поставок|full-time|Not_qualification|н о в о с и б и р с к а я о б л а с т ь|6.0|excel,powerpoint|68700.0|68700.0|113800
1136|аналитик операционных бизнес процессов|full-time|Not_qualification|м о с к в а|1.0|vba,sql|84000.0|84000.0|104400
1137|ведущий аналитик с|full-time|Not_qualification|п е р м с к и й к р а й|4.0|Outlook,MS Office,WORD,Power Point,EXCEL|200000.0|200000.0|110800
1138|аналитик бизнес процессов и систем|full-time|Not_qualification|м о с к в а|1.0|jira,postgresql|131000.0|131000.0|104400
1139|бизнес аналитик|full-time|Not_qualification|с т а в р о п о л ь с к и й к р а й|8.0|Outlook,Word,PowerPoint,Excel|57500.0|57500.0|106000
1142|аналитик|full-time|Not_qualification|в л а д и м и р с к а я о б л а с т ь|1.0|PowerPoint|35000.0|35000.0|109900
1149|консультант с по сопровождению бюджетных организаций|full-time|Not_qualification|о р е н б у р г с к а я о б л а с т ь|4.0|Outlook,Word,MS Office,Excel|40000.0|120000.0|116200
1150|маркетолог|temporary|Not_qualification|к р а с н о д а р с к и й к р а й|3.0|PR|54000.0|54000.0|109000
1151|аналитик|full-time|Not_qualification|м о с к в а|1.0|SQL,Power Query|100000.0|100000.0|104400
1152|дата аналитик|full-time|Not_qualification|м о с к о в с к а я о б л а с т ь|1.0|Hive,Teradata,SQL,PostgreSQL,Python,Hadoop,Oracle,Cloudera,Spark|65000.0|65000.0|109300
1154|телемаркетолог|full-time|junior|ч е л я б и н с к а я о б л а с т ь|5.0|Chrome,Outlook Express,Amigo,Word,MS Office,Opera,Excel,Firefox,Internet Explorer|19600.0|19600.0|110400
1155|маркетолог|full-time|Not_qualification|ч е л я б и н с к а я о б л а с т ь|5.0|mail|40000.0|40000.0|110400
1173|маркетолог|full-time|Not_qualification|п р и м о р с к и й к р а й|7.0|BTL|60000.0|60000.0|109000
1181|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|RabbitMQ,IBM MQ,Kafka,ESB,REST,BPMN,SOAP,UML,MQ|150000.0|150000.0|104400
1185|аналитик  категории|full-time|Not_qualification|в о л о г о д с к а я о б л а с т ь|2.0|Word,Excel|45000.0|55000.0|103700
1203|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|PMI PMBOK,BPMN|150000.0|150000.0|104400
1211|системный аналитик|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|VMWare|100000.0|150000.0|105200
1220|аналитик данных отдела продаж|full-time|Not_qualification|т у л ь с к а я о б л а с т ь|1.0|Excel|70000.0|120000.0|111700
1224|аналитик больших данных|full-time|Not_qualification|м о с к в а|1.0|Hive,data mining,SQL,Kaggle,Reduce,Map,Spark|80000.0|80000.0|104400
1225|маркетолог|full-time|Not_qualification|т у л ь с к а я о б л а с т ь|1.0|CTR,Ozon,SEO,VK,Wildberries|80000.0|120000.0|111700
1226|маркетолог мобильных приложений|remote|Not_qualification|м о с к в а|1.0|Intellitech Solutions,Google Ads,App Store Optimization,ASO,Facebook Ads|100000.0|100000.0|104400
1228|аналитик|full-time|Not_qualification|л и п е ц к а я о б л а с т ь|1.0|excel|50000.0|80000.0|109400
1233|старший аналитик|full-time|Not_qualification|р о с т о в с к а я о б л а с т ь|3.0|WORD,POWERPOINT,EXCEL|65000.0|80000.0|109500
1234|экономист аналитик|full-time|Not_qualification|р о с т о в с к а я о б л а с т ь|3.0|MS Office,Excel|35000.0|35000.0|109500
1236|моделлер|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|BIM,Civil 3D,Revit,Navisworks,Renga|80000.0|100000.0|105200
1243|младший аналитик маркетолог|full-time|Not_qualification|р е с п у б л и к а т а т а р с т а н т а т а р с т а н|4.0|SAP,MS Power Point,MS Excel|40000.0|50000.0|112800
1246|бизнес аналитик|full-time|Not_qualification|м о с к в а|1.0|SQL|170000.0|195000.0|104400
1248|маркетолог аналитик|full-time|Not_qualification|р е с п у б л и к а т а т а р с т а н т а т а р с т а н|4.0|Google Analytics|60000.0|250000.0|112800
1256|бизнес аналитик с|full-time|Not_qualification|т ю м е н с к а я о б л а с т ь|5.0|1с|180000.0|180000.0|108900
1263|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|BPMN,PostgreSQL,UML|69400.0|69400.0|104400
1266|ассистент маркетолога|full-time|Not_qualification|м о с к в а|1.0|reels|50000.0|60000.0|104400
1267|системный бизнес аналитик битрикс |full-time|Not_qualification|м о с к в а|1.0|Scrum,Waterfall,Kaiten,Agile,task|180000.0|180000.0|104400
1269|старший системный аналитик|full-time|Not_qualification|р е с п у б л и к а т а т а р с т а н т а т а р с т а н|4.0|Word Excel PowerPoint,MS Office|33000.0|65000.0|112800
1280|аналитик методист|full-time|Not_qualification|р о с т о в с к а я о б л а с т ь|3.0|Access,Excel|20000.0|20000.0|109500
1285|системный аналитик|full-time|Not_qualification|м о с к в а|1.0|SQL,PostgreSQL|130000.0|130000.0|104400
1287|email маркетолог|remote|Not_qualification|п е р м с к и й к р а й|4.0|Altcraft,BotHelp,HR,Mindbox,CDP,Edna,SaleBot|60000.0|80000.0|110800
1292|аналитик soc l|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|Playbooks|64000.0|69000.0|105200
1303|финансовый аналитик|full-time|Not_qualification|п р и м о р с к и й к р а й|7.0|dalagroliga,resume,ru|30000.0|30000.0|109000
1306|аналитик данных в low code платформах|full-time|Not_qualification|я м а л о н е н е ц к и й а в т о н о м н ы й о к р у г|5.0|Tableau,BI,Power BI|100000.0|120000.0|106600
1308|трейд маркетолог|full-time|Not_qualification|ч е л я б и н с к а я о б л а с т ь|5.0|ERP,Excel|22300.0|60000.0|110400
1312|бизнес аналитик с|full-time|Not_qualification|м о с к в а|1.0|1с|180000.0|180000.0|104400
1313|маркетолог|full-time|Not_qualification|к и р о в с к а я о б л а с т ь|4.0|POS|47000.0|47000.0|111100
1314|ml инженер|full-time|Not_qualification|с а н к т п е т е р б у р г|2.0|Pytorch,DL,Tensorflow|200000.0|200000.0|105200
1324|бизнес аналитик с|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|1с|180000.0|180000.0|111100
1325|продуктовый маркетолог|full-time|Not_qualification|с а м а р с к а я о б л а с т ь|4.0|STARK,IMPORT|100000.0|100000.0|111700
1328|аналитик данных в low code платформах|full-time|Not_qualification|м о с к в а|1.0|Tableau,BI,Power BI|100000.0|120000.0|104400
1329|аналитик данных в low code платформах|full-time|Not_qualification|р е с п у б л и к а с е в е р н а я о с е т и я а л а н и я|8.0|Tableau,BI,Power BI|100000.0|120000.0|106700
1334|аналитик данных в low code платформах|full-time|Not_qualification|с в е р д л о в с к а я о б л а с т ь|5.0|Tableau,BI,Power BI|100000.0|120000.0|111100
1336|аналитик данных в low code платформах|full-time|Not_qualification|т а м б о в с к а я о б л а с т ь|1.0|Tableau,BI,Power BI|100000.0|120000.0|109500
1337|аналитик данных в low code платформах|full-time|Not_qualification|к а м ч а т с к и й к р а й|7.0|Tableau,BI,Power BI|100000.0|120000.0|107500
1340|бизнес аналитик|full-time|Not_qualification|р е с п у б л и к а т а т а р с т а н т а т а р с т а н|4.0|Microsoft Visio,Business Studio|63000.0|63000.0|112800
